Case_ID;Event;Type;Order;Is_Chord;Timestamp
1;Pause;eighth note;1;False;2020-01-14T00:00:00.000000
1;E4;quarter note;2;False;2020-01-14T00:00:00.500000
1;E4;quarter note;3;False;2020-01-14T00:00:01.000000
1;E4;quarter note;4;False;2020-01-14T00:00:01.500000
1;E4;quarter note;5;False;2020-01-14T00:00:02.000000
2;E4;quarter note;6;False;2020-01-14T00:00:02.500000
2;E4;5 eighth note;7;False;2020-01-14T00:00:03.750000
3;Pause;eighth note;8;False;2020-01-14T00:00:04.000000
3;E4;quarter note;9;False;2020-01-14T00:00:04.500000
3;E4;quarter note;10;False;2020-01-14T00:00:05.000000
3;E4;quarter note;11;False;2020-01-14T00:00:05.500000
3;E4;quarter note;12;False;2020-01-14T00:00:06.000000
4;E4;quarter note;13;False;2020-01-14T00:00:06.500000
4;E4;5 eighth note;14;False;2020-01-14T00:00:07.750000
5;Pause;eighth note;15;False;2020-01-14T00:00:08.000000
5;E4;quarter note;16;False;2020-01-14T00:00:08.500000
5;E4;quarter note;17;False;2020-01-14T00:00:09.000000
5;E4;quarter note;18;False;2020-01-14T00:00:09.500000
5;E4;quarter note;19;False;2020-01-14T00:00:10.000000
6;E4;quarter note;20;False;2020-01-14T00:00:10.500000
6;E4;quarter note;21;False;2020-01-14T00:00:11.000000
6;E4;quarter note;22;False;2020-01-14T00:00:11.500000
6;E4;quarter note;23;False;2020-01-14T00:00:12.000000
7;E4;quarter note;24;False;2020-01-14T00:00:12.500000
7;E4;quarter note;25;False;2020-01-14T00:00:13.000000
7;E4;quarter note;26;False;2020-01-14T00:00:13.500000
7;E4;5 eighth note;27;False;2020-01-14T00:00:14.750000
8;Pause;eighth note;28;False;2020-01-14T00:00:15.000000
8;E4;quarter note;29;False;2020-01-14T00:00:15.500000
8;E4;eighth note;30;False;2020-01-14T00:00:15.750000
9;Pause;eighth note;31;False;2020-01-14T00:00:16.000000
9;E4;quarter note;32;False;2020-01-14T00:00:16.500000
9;E4;quarter note;33;False;2020-01-14T00:00:17.000000
9;E4;quarter note;34;False;2020-01-14T00:00:17.500000
9;E4;quarter note;35;False;2020-01-14T00:00:18.000000
10;E4;quarter note;36;False;2020-01-14T00:00:18.500000
10;E4;5 eighth note;37;False;2020-01-14T00:00:19.750000
11;Pause;eighth note;38;False;2020-01-14T00:00:20.000000
11;E4;quarter note;39;False;2020-01-14T00:00:20.500000
11;E4;quarter note;40;False;2020-01-14T00:00:21.000000
11;E4;quarter note;41;False;2020-01-14T00:00:21.500000
11;E4;quarter note;42;False;2020-01-14T00:00:22.000000
12;E4;quarter note;43;False;2020-01-14T00:00:22.500000
12;E4;5 eighth note;44;False;2020-01-14T00:00:23.750000
13;Pause;eighth note;45;False;2020-01-14T00:00:24.000000
13;E4;quarter note;46;False;2020-01-14T00:00:24.500000
13;E4;quarter note;47;False;2020-01-14T00:00:25.000000
13;E4;quarter note;48;False;2020-01-14T00:00:25.500000
13;E4;5 eighth note;49;False;2020-01-14T00:00:26.750000
14;Pause;eighth note;50;False;2020-01-14T00:00:27.000000
14;E4;quarter note;51;False;2020-01-14T00:00:27.500000
14;E4;eighth note;52;False;2020-01-14T00:00:27.750000
15;Pause;eighth note;53;False;2020-01-14T00:00:28.000000
15;E4;quarter note;54;False;2020-01-14T00:00:28.500000
15;E4;quarter note;55;False;2020-01-14T00:00:29.000000
15;E4;quarter note;56;False;2020-01-14T00:00:29.500000
15;E4;quarter note;57;False;2020-01-14T00:00:30.000000
16;E4;quarter note;58;False;2020-01-14T00:00:30.500000
16;E4;quarter note;59;False;2020-01-14T00:00:31.000000
16;E4;quarter note;60;False;2020-01-14T00:00:31.500000
16;E4;eighth note;61;False;2020-01-14T00:00:31.750000
17;Pause;eighth note;62;False;2020-01-14T00:00:32.000000
17;E4;quarter note;63;False;2020-01-14T00:00:32.500000
17;E4;quarter note;64;False;2020-01-14T00:00:33.000000
17;E4;quarter note;65;False;2020-01-14T00:00:33.500000
17;E4;quarter note;66;False;2020-01-14T00:00:34.000000
18;E4;quarter note;67;False;2020-01-14T00:00:34.500000
18;E4;quarter note;68;False;2020-01-14T00:00:35.000000
18;E4;quarter note;69;False;2020-01-14T00:00:35.500000
18;E4;quarter note;70;False;2020-01-14T00:00:36.000000
19;E4;quarter note;71;False;2020-01-14T00:00:36.500000
19;E4;quarter note;72;False;2020-01-14T00:00:37.000000
19;E4;quarter note;73;False;2020-01-14T00:00:37.500000
19;E4;quarter note;74;False;2020-01-14T00:00:38.000000
20;E4;quarter note;75;False;2020-01-14T00:00:38.500000
20;E4;quarter note;76;False;2020-01-14T00:00:39.000000
20;E4;quarter note;77;False;2020-01-14T00:00:39.500000
20;E4;quarter note;78;False;2020-01-14T00:00:40.000000
21;E4;quarter note;79;False;2020-01-14T00:00:40.500000
21;E4;quarter note;80;False;2020-01-14T00:00:41.000000
21;E4;quarter note;81;False;2020-01-14T00:00:41.500000
21;E4;quarter note;82;False;2020-01-14T00:00:42.000000
22;E4;quarter note;83;False;2020-01-14T00:00:42.500000
22;E4;quarter note;84;False;2020-01-14T00:00:43.000000
22;E4;quarter note;85;False;2020-01-14T00:00:43.500000
22;E4;quarter note;86;False;2020-01-14T00:00:44.000000
23;E4;quarter note;87;False;2020-01-14T00:00:44.500000
23;E4;quarter note;88;False;2020-01-14T00:00:45.000000
23;E4;quarter note;89;False;2020-01-14T00:00:45.500000
23;E4;quarter note;90;False;2020-01-14T00:00:46.000000
24;E4;quarter note;91;False;2020-01-14T00:00:46.500000
24;E4;quarter note;92;False;2020-01-14T00:00:47.000000
24;E4;quarter note;93;False;2020-01-14T00:00:47.500000
24;E4;eighth note;94;False;2020-01-14T00:00:47.750000
25;Pause;eighth note;95;False;2020-01-14T00:00:48.000000
25;E4;quarter note;96;False;2020-01-14T00:00:48.500000
25;E4;quarter note;97;False;2020-01-14T00:00:49.000000
25;E4;quarter note;98;False;2020-01-14T00:00:49.500000
25;E4;quarter note;99;False;2020-01-14T00:00:50.000000
26;E4;quarter note;100;False;2020-01-14T00:00:50.500000
26;E4;5 eighth note;101;False;2020-01-14T00:00:51.750000
27;Pause;eighth note;102;False;2020-01-14T00:00:52.000000
27;E4;quarter note;103;False;2020-01-14T00:00:52.500000
27;E4;quarter note;104;False;2020-01-14T00:00:53.000000
27;E4;quarter note;105;False;2020-01-14T00:00:53.500000
27;E4;quarter note;106;False;2020-01-14T00:00:54.000000
28;E4;quarter note;107;False;2020-01-14T00:00:54.500000
28;E4;5 eighth note;108;False;2020-01-14T00:00:55.750000
29;Pause;eighth note;109;False;2020-01-14T00:00:56.000000
29;E4;quarter note;110;False;2020-01-14T00:00:56.500000
29;E4;quarter note;111;False;2020-01-14T00:00:57.000000
29;E4;quarter note;112;False;2020-01-14T00:00:57.500000
29;E4;quarter note;113;False;2020-01-14T00:00:58.000000
30;E4;quarter note;114;False;2020-01-14T00:00:58.500000
30;E4;5 eighth note;115;False;2020-01-14T00:00:59.750000
31;Pause;eighth note;116;False;2020-01-14T00:01:00.000000
31;E4;quarter note;117;False;2020-01-14T00:01:00.500000
31;E4;quarter note;118;False;2020-01-14T00:01:01.000000
31;E4;quarter note;119;False;2020-01-14T00:01:01.500000
31;E4;quarter note;120;False;2020-01-14T00:01:02.000000
32;E4;quarter note;121;False;2020-01-14T00:01:02.500000
32;E4;eighth note;122;False;2020-01-14T00:01:02.750000
32;E4;5 half note;123;False;2020-01-14T00:01:07.750000
