Case_ID;Event;Type;Order;Is_Chord;Timestamp
1;E4;quarter note;1;False;2020-01-15T00:00:00.000000
1;F#4;quarter note;2;False;2020-01-15T00:00:00.428571
1;G4;quarter note;3;False;2020-01-15T00:00:00.857142
1;A4;quarter note;4;False;2020-01-15T00:00:01.285713
2;G4;quarter note;5;False;2020-01-15T00:00:01.714284
2;F#4;quarter note;6;False;2020-01-15T00:00:02.142855
2;G4;eighth note;7;False;2020-01-15T00:00:02.357140
2;F#4;sixteenth note;8;False;2020-01-15T00:00:02.464282
2;G4;sixteenth note;9;False;2020-01-15T00:00:02.571424
2;F#4;eighth note;10;False;2020-01-15T00:00:02.785709
2;D#4;eighth note;11;False;2020-01-15T00:00:02.999994
3;E4;quarter note;12;False;2020-01-15T00:00:03.428565
3;F#4;quarter note;13;False;2020-01-15T00:00:03.857136
3;G4;quarter note;14;False;2020-01-15T00:00:04.285707
3;A4;quarter note;15;False;2020-01-15T00:00:04.714278
4;G4;quarter note;16;False;2020-01-15T00:00:05.142849
4;F#4;quarter note;17;False;2020-01-15T00:00:05.571420
4;G4;eighth note;18;False;2020-01-15T00:00:05.785705
4;F#4;sixteenth note;19;False;2020-01-15T00:00:05.892847
4;G4;sixteenth note;20;False;2020-01-15T00:00:05.999989
4;F#4;eighth note;21;False;2020-01-15T00:00:06.214274
4;D#4;eighth note;22;False;2020-01-15T00:00:06.428559
5;E4;quarter note;23;False;2020-01-15T00:00:06.857130
5;E4;quarter note;24;False;2020-01-15T00:00:07.285701
5;D4;quarter note;25;False;2020-01-15T00:00:07.714272
5;C4;quarter note;26;False;2020-01-15T00:00:08.142843
6;B3;quarter note;27;False;2020-01-15T00:00:08.571414
6;A3;quarter note;28;False;2020-01-15T00:00:08.999985
6;G3;quarter note;29;False;2020-01-15T00:00:09.428556
6;A3;quarter note;30;False;2020-01-15T00:00:09.857127
7;F#3;quarter note;31;False;2020-01-15T00:00:10.285698
7;F#3;quarter note;32;False;2020-01-15T00:00:10.714269
7;F#3;quarter note;33;False;2020-01-15T00:00:11.142840
7;E3;quarter note;34;False;2020-01-15T00:00:11.571411
8;F#3;eighth note;35;False;2020-01-15T00:00:11.785696
8;F#3;sixteenth note;36;False;2020-01-15T00:00:11.892838
8;G3;sixteenth note;37;False;2020-01-15T00:00:11.999980
8;F#3;eighth note;38;False;2020-01-15T00:00:12.214265
8;E3;eighth note;39;False;2020-01-15T00:00:12.428550
8;D#3;quarter note;40;False;2020-01-15T00:00:12.857121
8;D#3;quarter note;41;False;2020-01-15T00:00:13.285692
9;E4;quarter note;42;False;2020-01-15T00:00:13.714263
9;F#4;quarter note;43;False;2020-01-15T00:00:14.142834
9;G4;quarter note;44;False;2020-01-15T00:00:14.571405
9;A4;quarter note;45;False;2020-01-15T00:00:14.999976
10;G4;quarter note;46;False;2020-01-15T00:00:15.428547
10;F#4;quarter note;47;False;2020-01-15T00:00:15.857118
10;G4;eighth note;48;False;2020-01-15T00:00:16.071403
10;F#4;sixteenth note;49;False;2020-01-15T00:00:16.178545
10;G4;sixteenth note;50;False;2020-01-15T00:00:16.285687
10;F#4;eighth note;51;False;2020-01-15T00:00:16.499972
10;D#4;eighth note;52;False;2020-01-15T00:00:16.714257
11;E4;quarter note;53;False;2020-01-15T00:00:17.142828
11;F#4;quarter note;54;False;2020-01-15T00:00:17.571399
11;G4;quarter note;55;False;2020-01-15T00:00:17.999970
11;A4;quarter note;56;False;2020-01-15T00:00:18.428541
12;G4;quarter note;57;False;2020-01-15T00:00:18.857112
12;F#4;quarter note;58;False;2020-01-15T00:00:19.285683
12;G4;eighth note;59;False;2020-01-15T00:00:19.499968
12;F#4;sixteenth note;60;False;2020-01-15T00:00:19.607110
12;G4;sixteenth note;61;False;2020-01-15T00:00:19.714252
12;F#4;eighth note;62;False;2020-01-15T00:00:19.928537
12;D#4;eighth note;63;False;2020-01-15T00:00:20.142822
13;E4;quarter note;64;False;2020-01-15T00:00:20.571393
13;E4;quarter note;65;False;2020-01-15T00:00:20.999964
13;B4;quarter note;66;False;2020-01-15T00:00:21.428535
13;A4;quarter note;67;False;2020-01-15T00:00:21.857106
14;G4;eighth note;68;False;2020-01-15T00:00:22.071391
14;G4;sixteenth note;69;False;2020-01-15T00:00:22.178533
14;A4;sixteenth note;70;False;2020-01-15T00:00:22.285675
14;G4;eighth note;71;False;2020-01-15T00:00:22.499960
14;F#4;eighth note;72;False;2020-01-15T00:00:22.714245
14;G4;quarter note;73;False;2020-01-15T00:00:23.142816
14;G4;quarter note;74;False;2020-01-15T00:00:23.571387
15;F#4;quarter note;75;False;2020-01-15T00:00:23.999958
15;F#4;quarter note;76;False;2020-01-15T00:00:24.428529
15;F#4;quarter note;77;False;2020-01-15T00:00:24.857100
15;A4;quarter note;78;False;2020-01-15T00:00:25.285671
16;F#4;quarter note;79;False;2020-01-15T00:00:25.714242
16;C4;quarter note;80;False;2020-01-15T00:00:26.142813
16;B3;quarter note;81;False;2020-01-15T00:00:26.571384
16;B3;quarter note;82;False;2020-01-15T00:00:26.999955
17;E4;quarter note;83;False;2020-01-15T00:00:27.428526
17;E4;quarter note;84;False;2020-01-15T00:00:27.857097
17;E4;quarter note;85;False;2020-01-15T00:00:28.285668
17;B3;quarter note;86;False;2020-01-15T00:00:28.714239
18;C4;quarter note;87;False;2020-01-15T00:00:29.142810
18;B3;quarter note;88;False;2020-01-15T00:00:29.571381
18;C4;quarter note;89;False;2020-01-15T00:00:29.999952
18;D4;quarter note;90;False;2020-01-15T00:00:30.428523
19;E4;quarter note;91;False;2020-01-15T00:00:30.857094
19;E4;quarter note;92;False;2020-01-15T00:00:31.285665
19;E4;quarter note;93;False;2020-01-15T00:00:31.714236
19;B3;quarter note;94;False;2020-01-15T00:00:32.142807
20;C4;quarter note;95;False;2020-01-15T00:00:32.571378
20;D4;quarter note;96;False;2020-01-15T00:00:32.999949
20;C4;quarter note;97;False;2020-01-15T00:00:33.428520
20;B3;quarter note;98;False;2020-01-15T00:00:33.857091
21;A3;quarter note;99;False;2020-01-15T00:00:34.285662
21;A3;quarter note;100;False;2020-01-15T00:00:34.714233
21;A3;quarter note;101;False;2020-01-15T00:00:35.142804
21;A3;quarter note;102;False;2020-01-15T00:00:35.571375
22;B3;quarter note;103;False;2020-01-15T00:00:35.999946
22;B3;quarter note;104;False;2020-01-15T00:00:36.428517
22;B3;quarter note;105;False;2020-01-15T00:00:36.857088
22;B3;quarter note;106;False;2020-01-15T00:00:37.285659
23;C4;quarter note;107;False;2020-01-15T00:00:37.714230
23;D#4;quarter note;108;False;2020-01-15T00:00:38.142801
23;E4;quarter note;109;False;2020-01-15T00:00:38.571372
23;F#4;quarter note;110;False;2020-01-15T00:00:38.999943
24;G4;quarter note;111;False;2020-01-15T00:00:39.428514
24;A4;quarter note;112;False;2020-01-15T00:00:39.857085
24;B4;quarter note;113;False;2020-01-15T00:00:40.285656
24;B4;quarter note;114;False;2020-01-15T00:00:40.714227
25;E4;quarter note;115;False;2020-01-15T00:00:41.142798
25;F#4;quarter note;116;False;2020-01-15T00:00:41.571369
25;G4;quarter note;117;False;2020-01-15T00:00:41.999940
